Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games • Other,Male,Tonny Zwingly•Maringgi,Tonny•Maringgi,"10 June 1959 in Kendari, Sulawesi Tenggara (INA)","15 September 2019 in Jakarta, Daerah Khusus Ibukota Jakarta (INA)",Indonesia,259,167 cm / 65 kg,,,,,,,
Competed in Olympic Games,Male,Ricky Achmad•Subagja,Ricky•Subagja,"27 January 1971 in Bandung, Jawa Barat (INA)",,Indonesia,260,172 cm / 62 kg,,,,,,,
Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Suharyadi,•Suharyadi,"14 February 1965 in Blora, Jawa Tengah (INA)",,Indonesia,261,170 cm / 60 kg,,Hary,,,,,
Competed in Olympic Games,Male,Bambang•Suprianto,Bambang•Suprianto,"20 August 1969 in Solo, Jawa Tengah (INA)",,Indonesia,262,173 cm / 69 kg,"PB Djarum, Kudus (INA)",,,,,,
Competed in Olympic Games,Male,Joko•Suprianto,Joko•Suprianto,"21 January 1966 in Solo, Jawa Tengah (INA)",,Indonesia,263,173 cm / 68 kg,,,,,,,
Competed in Olympic Games,Male,Hermawan•Susanto,Hermawan•Susanto,"24 September 1967 in Kudus, Jawa Tengah (INA)",,Indonesia,264,170 cm / 62 kg,,,,,,,
Competed in Olympic Games,Male,Anton•Suseno,Anton•Suseno,"15 December 1971 in Indramayu, Jawa Barat (INA)",,Indonesia,265,178 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,Donald Wailan•Walalangi,Donald Wailan•Walalangi,"14 April 1960 in Jakarta, Daerah Khusus Ibukota Jakarta (INA)",,Indonesia,266,174 cm / 67 kg,,,,,,,
Competed in Olympic Games,Male,Benny•Wijaya,Benny•Wijaya,"28 October 1973 in Kebumen, Jawa Tengah (INA)",,Indonesia,267,180 cm / 70 kg,,,,Lin Bing-Chao,,,
Competed in Olympic Games,Male,Ardy Bernardus•Wiranata,Ardy•Wiranata,"10 February 1970 in Jakarta, Daerah Khusus Ibukota Jakarta (INA)",,Indonesia,268,171 cm / 67 kg,"PB Djarum, Kudus (INA)",Ardy B.W.,,,,,
Competed in Olympic Games,Male,Bonit•Wiryawan Sugiharto,Bonit•Wiryawan,"10 February 1968 in Surabaya, Jawa Timur (INA)",,Indonesia,269,172 cm / 61 kg,,,,,,,
Competed in Olympic Games,Female,Madhumita•Bisht (Goswami-),Madhumita•Bisht,5 October 1964,,India,270,,,,,,,,
Competed in Olympic Games,Female,Nora Margaret•Polley (Fischer-),Nora•Polley,"29 July 1894 in Budaun, Uttar Pradesh (IND)","1988 in Leominster, England (GBR)",India,271,,,,,,,,
Competed in Olympic Games,Female,Ambika•Radhika,Ambika•Radhika,17 May 1973,,India,272,,,,,,,,
Competed in Olympic Games,Female,Niyati•Roy-Shah,Niyati•Roy-Shah,30 September 1965,,India,273,,,,,,,,
Competed in Olympic Games,Male,Sayed Zeeshan•Ali,Zeeshan•Ali,"1 January 1970 in Kolkata (Calcutta), West Bengal (IND)",,India,274,180 cm / 64 kg,,,,,,,
Competed in Olympic Games,Male,Anand•Amritraj,Anand•Amritraj,"20 March 1952 in Chennai (Madras), Tamil Nadu (IND)",,India,275,185 cm / 77 kg,,,,,,ஆனந்த்•அம்ரித்ராஜ்,
Competed in Olympic Games,Male,Vijay•Amritraj,Vijay•Amritraj,"14 December 1953 in Chennai (Madras), Tamil Nadu (IND)",,India,276,193 cm / 75 kg,,,,,,விஜய்•அம்ரித்ராஜ்,
Competed in Olympic Games,Male,Chetan Panduranga•Baboor,Chetan•Baboor,22 April 1974,,India,277,188 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,Deepankar•Bhattacharya,Deepankar•Bhattacharya,1 February 1972,,India,278,178 cm / 68 kg,,,,,,,
Competed in Olympic Games,Male,Mahesh Shrinivas•Bhupathi,Mahesh•Bhupathi,"7 June 1974 in Chennai (Madras), Tamil Nadu (IND)",,India,279,185 cm / 88 kg,,Hesh,,,,महेश•भूपती,
Competed in Olympic Games,Male,Ali Athar Hassan Ally•Fyzee,Ali Athar•Fyzee,"28 August 1883 in Mumbai, Maharashtra (IND)","3 November 1963 in London, England (GBR)",India,280,,,,,,,,
Competed in Olympic Games,Male,Sujay Jashiwant•Ghorpade,Sujay•Ghorpade,10 January 1965,,India,281,,,,,,,,
Competed in Olympic Games,Male,"Syed Mohammad ""S. M.""•Hadi",S. M.•Hadi,"12 August 1899 in Hyderabad, Andhra Pradesh (IND)","14 July 1971 in Hyderabad, Andhra Pradesh (IND)",India,282,,,Rainbow Hadi,,,,,
Competed in Olympic Games,Male,Sydney Montague•Jacob,Sydney•Jacob,"28 October 1879 in Kasauli, Himachal Pradesh (IND)","14 February 1977 in Woldingham, England (GBR)",India,283,,,,,,,,
Competed in Olympic Games,Male,Ramesh•Krishnan,Ramesh•Krishnan,"5 June 1961 in Chennai (Madras), Tamil Nadu (IND)",,India,284,170 cm / 63 kg,,,,,,,
Competed in Olympic Games,Male,Vimal•Kumar,Vimal•Kumar,19 November 1962,,India,285,184 cm / 78 kg,,,,,,,
Competed in Olympic Games,Male,Kamlesh Navinchandra•Mehta,Kamlesh•Mehta,"1 May 1960 in Mumbai, Maharashtra (IND)",,India,286,,,Kamu,,,,,
Competed in Olympic Games • Other,Male,Leander Adrian•Paes,Leander•Paes,"17 June 1973 in Kolkata (Calcutta), West Bengal (IND)",,India,287,178 cm / 77 kg,,,,,,लिएंडर•पेस,
Competed in Olympic Games,Male,Donald Ross•Rutnam,Donald•Rutnam,"19 September 1902 in Colombo, Basnahira (SRI)","10 June 1968 in Dulwich, England (GBR)",India,288,,,,,,,,
Competed in Olympic Games,Male,Mohammed•Sleem,Mohammed•Sleem,"14 January 1892 in Multan, Punjab (PAK)",,India,289,,,,,,,,
Competed in Olympic Games,Male,Ángel•Bello,Ángel•Bello,"9 January 1951 in Vigo, Pontevedra (ESP)",13 June 2013,Argentina,290,65 kg,"Tiro Federal de Lomas de Zamora, Lomas de Zamora (ARG)",,,,,,
Competed in Olympic Games,Male,Claudio A.•Pafundi,Claudio•Pafundi,31 January 1962,,Argentina,291,76 kg,"Tiro Federal General José de San Martín, San Martín (ARG)",,,,,,
Competed in Olympic Games,Female,Maureen•Adams,Maureen•Adams,27 August 1937,15 December 2017,Australia,292,169 cm / 68 kg,"South Queensland Archery Society, (AUS)",,,,,,
Competed in Olympic Games,Female,Deonne Ellen•Bridger,Deonne•Bridger,"15 May 1972 in Perth, Western Australia (AUS)",,Australia,293,168 cm / 62 kg,"Kalamunda Governer Stirling Archery Club, Perth",,,,,,
Competed in Olympic Games,Female,"Terene Eva ""Terry""•Donovan",Terry•Donovan,27 December 1944,,Australia,294,157 cm / 53 kg,"Toowoomba Company of Archers, Toowoomba (AUS) / South Queensland Archery Society, (AUS)",,,,,,
Competed in Olympic Games,Female,Myfanwy Ann•Matthews,Myfanwy•Matthews,"29 December 1975 in Dubbo, New South Wales (AUS)",,Australia,295,174 cm / 60 kg,"Canberra Archery Club, Canberra (AUS)",,,,,,
Competed in Olympic Games,Female,Carole Mary•Toy,Carole•Toy,18 July 1948,,Australia,296,164 cm / 61 kg,,,,,,,
Competed in Olympic Games,Male,David John•Anear,David•Anear,"26 March 1948 in Lowestoft, England (GBR)",,Australia,297,175 cm / 80 kg,,,,,,,
Competed in Olympic Games,Male,Christopher John•Blake,Christopher•Blake,13 June 1953,,Australia,298,180 cm / 81 kg,"?, Queensland, (AUS)",,,,,,
Competed in Olympic Games,Male,Scott•Dumbrell,Scott•Dumbrell,3 February 1961,,Australia,299,182 cm / 66 kg,,,,,,,
Competed in Olympic Games,Male,Simon John•Fairweather,Simon•Fairweather,"9 October 1969 in Adelaide, South Australia (AUS)",,Australia,300,175 cm / 71 kg,"Canberra Archery Club, Canberra (AUS)",,,,,,
Competed in Olympic Games,Male,Jackson Campbell•Fear,Jackson•Fear,"13 January 1978 in Sydney, New South Wales (AUS)",21 July 2006,Australia,301,178 cm / 125 kg,Liverpool City Archers,,,,,,
Competed in Olympic Games,Male,"Matthew Scott ""Matt""•Gray",Matt•Gray,"24 June 1973 in Yea, Victoria (AUS)",,Australia,302,189 cm / 86 kg,North East Archers/Sydney Olympic Park Archers,,,,,,
Competed in Olympic Games,Male,Grant Brian•Greenham,Grant•Greenham,"20 July 1954 in Perth, Western Australia (AUS)","23 August 2018 in Greenwood, Western Australia (AUS)",Australia,303,,,,,,,,
Competed in Olympic Games,Male,Scott•Hunter-Russell,Scott•Hunter-Russell,"1 June 1970 in Sydney, New South Wales (AUS)",,Australia,304,164 cm / 65 kg,Bowman of Melville,,,,,,
Competed in Olympic Games,Male,"Terrence ""Terry""•Reilly",Terry•Reilly,24 October 1947,,Australia,305,180 cm / 72 kg,,,,,,,
Competed in Olympic Games,Male,Graeme•Telford,Graeme•Telford,19 March 1942,,Australia,306,185 cm,,,,,,,
Competed in Olympic Games,Male,Rodney•Wagner,Rodney•Wagner,30 July 1955,,Australia,307,183 cm / 89 kg,,,,,,,
Competed in Olympic Games,Female,Ursula•Valenta,Ursula•Valenta,17 July 1951,,Austria,308,171 cm / 62 kg,,,,,,,
Competed in Olympic Games,Male,Peter•Mitterer,Peter•Mitterer,"12 April 1947 in Gmunden, Oberösterreich (AUT)",,Austria,309,180 cm / 79 kg,"ASKÖ Steyrermühl, Steyrermühl (AUT)",,,,,,
Competed in Olympic Games,Male,Oswald•Probst,Oswald•Probst,"9 July 1935 in Wien (Vienna), Wien (AUT)",15 July 2015,Austria,310,172 cm / 67 kg,,,,,,,
Competed in Olympic Games,Female,Marie-Claire•Van Stevens,Marie-Claire•Van Stevens,"22 May 1948 in Vilvoorde, Vlaams Brabant (BEL)",,Belgium,311,157 cm / 60 kg,,,,,,,
Competed in Olympic Games,Female,Raymonda•Verlinden,Raymonda•Verlinden,"25 September 1945 in Kessel, Antwerpen (BEL)",,Belgium,312,157 cm / 60 kg,,,,,,,
Competed in Olympic Games,Male,"Alphonsius Gustaaf ""Alphonse""•Allaert",Alphonse•Allaert,"27 October 1872 in Sint-Michiels, West-Vlaanderen (BEL)",,Belgium,313,,"?, Schaerbeek (BEL)",,,,,,
Competed in Olympic Games,Male,André•Baeyens,André•Baeyens,"29 September 1946 in Erondegem, Oost-Vlaanderen (BEL)",,Belgium,314,168 cm,,,,,,,
Competed in Olympic Games,Male,Pierre•Blacks,Pierre•Blacks,"20 October 1948 in Ixelles, Région de Bruxelles-Capitale (BEL)",,Belgium,315,182 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Edmond•Cloetens,Edmond•Cloetens,,,Belgium,316,,,,,,,,
Competed in Olympic Games,Male,Robert•Cogniaux,Robert•Cogniaux,"29 May 1934 in Asse, Vlaams Brabant (BEL)",,Belgium,317,173 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,"Jozef ""Jos""•Daman",Jos•Daman,"15 October 1945 in Mechelen (Mechlin), Antwerpen (BEL)",,Belgium,318,167 cm,,,,,,,
Competed in Olympic Games,Male,Victor Edmond•De Knibber,Victor•De Knibber,"23 January 1875 in Sint-Joost-ten-Node, Région de Bruxelles-Capitale (BEL)",,Belgium,319,,"?, Schaerbeek (BEL)",,,,,,
Competed in Olympic Games,Male,Patrick•De Koning,Patrick•De Koning,"23 April 1961 in Dendermonde, Oost-Vlaanderen (BEL)",,Belgium,320,178 cm / 92 kg,Elite Dendermonde,,,,,,
Competed in Olympic Games,Male,Jérôme•De Mayer,Jérôme•De Mayer,21 July 1875,18 August 1958,Belgium,321,,,,,,,,
Competed in Olympic Games,Male,Louis•Delcon,Louis•Delcon,,,Belgium,322,,,,,,,,
Competed in Olympic Games,Male,"Druart, Jr.","•Druart, Jr.",,,Belgium,323,,,,,,,,
Competed in Olympic Games,Male,Victor Louis•Fierens,Louis•Fierens,"14 October 1875 in Duffel, Antwerpen (BEL)",1967,Belgium,324,,"Boogschuttersvereniging Willem Tell, Duffel (BEL)",,,,,,
Competed in Olympic Games,Male,Firmin•Flamand,Firmin•Flamand,,,Belgium,325,,,,,,,,
Competed in Olympic Games,Male,Emmanuel•Foulon,Emmanuel•Foulon,"29 December 1871 in Frameries, Hainaut (BEL)","22 July 1945 in Frameries, Hainaut (BEL)",Belgium,326,,,,,,,,
Competed in Olympic Games,Male,Joseph•Hermans,Joseph•Hermans,,,Belgium,327,,,,,,,,
Competed in Olympic Games,Male,Francis•Notenboom,Francis•Notenboom,"9 August 1957 in Essen, Antwerpen (BEL)",,Belgium,328,180 cm / 83 kg,St. Sebastiaan,Cis,,,,,
Competed in Olympic Games,Male,Louis•Van Beeck,Louis•Van Beeck,,,Belgium,329,,"?, Schaerbeek (BEL)",,,,,,
Competed in Olympic Games,Male,"Jan Lodewijk ""Louis""•Van De Perck",Louis•Van De Perck,"14 October 1889 in Hoboken, Antwerpen (BEL)","30 November 1953 in Kapellen, Antwerpen (BEL)",Belgium,330,,"De Vrije Schutters, Hoboken (BEL)",,,,,,
Competed in Olympic Games,Male,Auguste•Van De Verre,Auguste•Van De Verre,,,Belgium,331,,,,,,,,
Competed in Olympic Games,Male,Willy•Van Den Bossche,Willy•Van Den Bossche,"22 January 1949 in Adegem, Oost-Vlaanderen (BEL)",,Belgium,332,176 cm / 78 kg,,,,,,,
Competed in Olympic Games,Male,Gerard Theodor Hubert•Van Innis,Hubert•Van Innis,"24 February 1866 in Elewijt, Vlaams Brabant (BEL)","25 November 1961 in Zemst, Vlaams Brabant (BEL)",Belgium,333,,"Grand Serment, Bruxelles (BEL)",,,,,,
Competed in Olympic Games,Male,Edmond•Van Moer,Edmond•Van Moer,,,Belgium,334,,,,,,,,
Competed in Olympic Games,Male,Pierre•Van Tilt,Pierre•Van Tilt,,,Belgium,335,,"?, Schaerbeek (BEL)",,,Pierre Van Thielt,,,
Competed in Olympic Games,Male,Paul•Vermeiren,Paul•Vermeiren,"27 August 1963 in Herentals, Antwerpen (BEL)",,Belgium,336,181 cm / 79 kg,St.-Sebastiaan Wuustwezel,,,,,,
Competed in Olympic Games,Male,Marnix•Vervinck,Marnix•Vervinck,"9 August 1959 in Beernem, West-Vlaanderen (BEL)",,Belgium,337,172 cm / 72 kg,,,,,,,
Competed in Olympic Games,Female,Karma•Chhoden,Karma•Chhoden,13 June 1966,,Bhutan,338,174 cm / 55 kg,,,,,,,
Competed in Olympic Games,Female,Sonam•Chuki,Sonam•Chuki,7 April 1963,,Bhutan,339,163 cm / 48 kg,,,,,,,
Competed in Olympic Games,Female,Rinzi•Lham,Rinzi•Lham,10 October 1967,,Bhutan,340,163 cm / 57 kg,,,,,,,
Competed in Olympic Games,Female,Namgyal•Lhamu,Namgyal•Lhamu,5 April 1974,,Bhutan,341,163 cm / 57 kg,,,,,,,
Competed in Olympic Games,Female,Pem•Tshering,Pem•Tshering,10 September 1975,,Bhutan,342,,,,,,,,
Competed in Olympic Games,Female,Karma•Tshomo,Karma•Tshomo,10 October 1973,,Bhutan,343,,,,,,,,
Competed in Olympic Games,Female,Ugyen•Ugyen,Ugyen•Ugyen,2 June 1974,,Bhutan,344,,,,,,,,
Competed in Olympic Games • Other,Male,Thinley•Dorji,Thinley•Dorji,20 November 1950,,Bhutan,345,180 cm / 75 kg,,,,,,,
Competed in Olympic Games • Other,Male,Jubzang•Jubzang,Jubzang•Jubzang,7 May 1971,,Bhutan,346,163 cm / 55 kg,,,,,,,
Competed in Olympic Games,Male,Nawang-Dash•Pelzang,Nawang-Dash•Pelzang,15 July 1951,,Bhutan,347,176 cm / 60 kg,,,,,,,
Competed in Olympic Games,Male,Karma•Tenzin,Karma•Tenzin,1 December 1972,,Bhutan,348,,,,,,,,
Competed in Olympic Games,Male,Jigme•Tshering,Jigme•Tshering,18 October 1959,,Bhutan,349,163 cm / 58 kg,,,,,,,
Competed in Olympic Games,Male,Lhendup•Tshering,Lhendup•Tshering,5 June 1947,,Bhutan,350,173 cm / 77 kg,,,,,,,
Competed in Olympic Games • Other,Male,Pema•Tshering,Pema•Tshering,15 July 1951,,Bhutan,351,165 cm / 65 kg,,,,,,,
Competed in Olympic Games,Female,Volha Alehauna•Yakusheva,Volha•Yakusheva,"7 October 1974 in Vitebsk, Vitebsk (BLR)",,Belarus,352,,,,,"Olga Olegovna Yakusheva, Ольга Олеговна Якушева",,Вольга Алегаўна•Якушева,
Competed in Olympic Games,Female,Volha Dzimtryeuna•Zabuhina-Moroz,Volha•Zabuhina-Moroz,"9 December 1966 in Minsk, Minsk (BLR)",,Belarus,353,,,,,"Olga Dmitriyevna Zabugina-Moroz, Ольга Дмитриевна Забугина-Мороз",,Вольга Дзмітрыеўна•Забугiна-Мороз,
Competed in Olympic Games,Female,Arci Zélia•Mensch Kempner,Arci•Kempner,"3 February 1934 in Porto Alegre, Rio Grande do Sul (BRA)",,Brazil,354,170 cm / 60 kg,,,,,,,
Competed in Olympic Games,Male,Jorge•Azevedo,Jorge•Azevedo,"10 May 1950 in Rio de Janeiro, Rio de Janeiro (BRA)",,Brazil,355,168 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,Renato•Dutra e Mello Emilio,Renato•Dutra e Mello,"12 May 1955 in Rio de Janeiro, Rio de Janeiro (BRA)",,Brazil,356,167 cm / 72 kg,"Marina Barra Clube, Rio de Janeiro (BRA)",,,,,,
Competed in Olympic Games,Male,Vítor Augusto•Krieger,Vítor•Krieger,"30 April 1960 in Porto Alegre, Rio Grande do Sul (BRA)",,Brazil,357,,,,,,,,
Competed in Olympic Games,Female,Tsvetanka•Stoycheva,Tsvetanka•Stoycheva,1 March 1960,,Bulgaria,358,174 cm / 63 kg,,,,,,Цветанка•Стойчева,
Competed in Olympic Games,Male,Ivan Yotov•Ivanov,Ivan•Ivanov,10 June 1956,,Bulgaria,359,,,,,,,Иван Йотов•Иванов,
Competed in Olympic Games,Male,Petko•Kichev,Petko•Kichev,9 June 1950,,Bulgaria,360,174 cm / 72 kg,,,,,,Петко•Кичев,
Competed in Olympic Games,Male,Stefan•Mlyakov,Stefan•Mlyakov,"22 September 1971 in Gabrovo, Gabrovo (BUL)",,Bulgaria,361,183 cm / 80 kg,"Centaver, Gabrovo",,,,,Стефан•Мляков,
Competed in Olympic Games,Female,Wanda Marie•Allan-Sadegur,Wanda•Allan-Sadegur,"24 January 1955 in Victoria, British Columbia (CAN)",,Canada,362,165 cm / 91 kg,"Victoria Bowmen Archery Club, Victoria (CAN)",,,,,,
Competed in Olympic Games,Female,Brenda•Cuming,Brenda•Cuming,2 September 1958 in ? (NZL),,Canada,363,160 cm / 65 kg,"Victoria Bowmen Archery Club, Victoria (CAN)",,,,,,
Competed in Olympic Games,Female,Mary•Grant (-Luding),Mary•Grant,"27 February 1949 in Windsor, Ontario (CAN)",,Canada,364,169 cm,,,,,,,
Competed in Olympic Games,Female,Linda•Kazienko,Linda•Kazienko,"29 May 1955 in Grimsby, Ontario (CAN)",,Canada,365,175 cm / 61 kg,,,,,,,
Competed in Olympic Games,Female,Lucille Goyette•Lemay,Lucille•Lemay,"20 July 1950 in Montréal, Québec (CAN)",,Canada,366,157 cm / 53 kg,,,,,,,
Competed in Olympic Games,Female,"Lela Viola ""Vi""•Muir (Yetman-)",Vi•Muir,"4 November 1934 in Duncan, British Columbia (CAN)",,Canada,367,170 cm,"Victoria Bowmen Archery Club, Victoria (CAN)",,,,,,
Competed in Olympic Games,Female,Marjory•Saunders,Marjory•Saunders,10 March 1913 in Sussex (GBR),"26 November 2010 in Maple Ridge, British Columbia (CAN)",Canada,368,162 cm,,,,,,,
Competed in Olympic Games,Male,Sylvain•Cadieux,Sylvain•Cadieux,"25 September 1974 in Saint-Louis-de-Terrebonne, Québec (CAN)",,Canada,369,182 cm / 77 kg,Tir à l'Arc de Montréal,,,,,,
Competed in Olympic Games,Male,Denis•Canuel,Denis•Canuel,"22 October 1962 in Schefferville, Québec (CAN)",,Canada,370,176 cm / 75 kg,Archers de Lasalle,,,,,,
Competed in Olympic Games,Male,Daniel•Desnoyers,Daniel•Desnoyers,"27 February 1957 in Québec City, Québec (CAN)",,Canada,371,187 cm / 90 kg,Les Francs Archers de Ste.-Foy,,,,,,
Competed in Olympic Games,Male,Elmer•Ewert,Elmer•Ewert,"19 September 1934 in St. Catharines, Ontario (CAN)",,Canada,372,181 cm,,,,,,,
Competed in Olympic Games,Male,"Edward G. ""Ed""•Gamble",Ed•Gamble,"18 September 1935 in Leicester, England (GBR)",31 December 2016,Canada,373,173 cm / 61 kg,,,,,,,
Competed in Olympic Games,Male,"Donald Arthur ""Don""•Jackson",Don•Jackson,"25 October 1932 in Lindsay, Ontario (CAN)","26 January 2009 in Lindsay, Ontario (CAN)",Canada,374,178 cm,,,,,,,
Competed in Olympic Games,Male,"David ""Dave""•Mann",Dave•Mann,"1 February 1957 in Vancouver, British Columbia (CAN)",,Canada,375,180 cm / 73 kg,,,,,,,
Competed in Olympic Games,Male,John•McDonald,John•McDonald,"28 May 1965 in Halifax, Nova Scotia (CAN)",,Canada,376,183 cm / 74 kg,"Victoria Bowmen Archery Club, Victoria (CAN)",,,,,,
Competed in Olympic Games,Male,Wayne•Pullen,Wayne•Pullen,"27 February 1945 in Vancouver, British Columbia (CAN)",,Canada,377,183 cm,,,,,,,
Competed in Olympic Games,Male,Jeannot•Robitaille,Jeannot•Robitaille,"19 April 1953 in Dupuy, Québec (CAN)",,Canada,378,175 cm / 75 kg,"Cupidon Club, Montréal Nord",,,,,,
Competed in Olympic Games,Male,Claude•Rousseau,Claude•Rousseau,"16 June 1953 in Saint-Nicolas, Québec (CAN)",,Canada,379,178 cm / 76 kg,Les Francs Archers de Ste.-Foy,,,,,,
Competed in Olympic Games,Male,"Robert ""Rob""•Rusnov",Rob•Rusnov,"9 December 1973 in Toronto, Ontario (CAN)",,Canada,380,180 cm / 89 kg,Richmond Green Archery Club,,,,,,
Competed in Olympic Games,Male,Kevin•Sally,Kevin•Sally,"5 December 1972 in Richmond Hill, Ontario (CAN)",,Canada,381,183 cm / 84 kg,Richmond Green,,,,,,
Competed in Olympic Games,Female,He•Ying,He•Ying,"17 April 1977 in Siping, Jilin (CHN)",,People's Republic of China,382,170 cm / 68 kg,Jilin Archery Club,,,,,何•影,Oriental
Competed in Olympic Games,Female,Li•Lingjuan,Li•Lingjuan,10 April 1966,,People's Republic of China,383,166 cm / 62 kg,,,,,,李•玲娟,Oriental
Competed in Olympic Games,Female,Ma•Xiangjun,Ma•Xiangjun,"30 October 1964 in Qingdao, Shandong (CHN)",,People's Republic of China,384,171 cm / 65 kg,,,,,,馬•湘君,Oriental
Competed in Olympic Games,Female,Ma•Shaorong,Ma•Shaorong,13 December 1970,,People's Republic of China,385,171 cm / 61 kg,,,,,,馬•少榮,Oriental
Competed in Olympic Games,Female,Wang•Hong,Wang•Hong,22 May 1965,,People's Republic of China,386,171 cm / 58 kg,,,,,,王•紅,Oriental
Competed in Olympic Games,Female,Wang•Jin,Wang•Jin,5 December 1960,,People's Republic of China,387,171 cm / 68 kg,,,,,,王•瑾,Oriental
Competed in Olympic Games,Female,Wang•Xiaozhu,Wang•Xiaozhu,"15 May 1973 in ?, Jilin (CHN)",,People's Republic of China,388,176 cm / 63 kg,,,,,,王•曉竹,Oriental
Competed in Olympic Games,Female,Wu•Yanan,Wu•Yanan,7 December 1964,,People's Republic of China,389,169 cm / 62 kg,,,,,,吳•亞南,Oriental
Competed in Olympic Games,Female,Yang•Jianping,Yang•Jianping,"10 December 1979 in Taiyuan, Shanxi (CHN)",,People's Republic of China,390,171 cm / 75 kg,Shanxi Archery Team,,,,,楊•建平,Oriental
Competed in Olympic Games,Female,Yao•Yawen,Yao•Yawen,2 February 1967,,People's Republic of China,391,167 cm / 61 kg,,,,,,姚•雅文,Oriental
Competed in Olympic Games,Male,Duoji•Qiuyun,Duoji•Qiuyun,15 December 1962,,People's Republic of China,392,174 cm / 75 kg,,,,,,多吉•秋雲,Oriental
Competed in Olympic Games,Male,Feng•Zemin,Feng•Zemin,18 January 1958,,People's Republic of China,393,172 cm / 73 kg,,,,,,馮•澤民,Oriental
Competed in Olympic Games,Male,Fu•Shengjun,Fu•Shengjun,28 December 1972,,People's Republic of China,394,173 cm / 65 kg,,,,,,傅•勝軍,Oriental
Competed in Olympic Games,Male,Hao•Wei,Hao•Wei,30 October 1968,,People's Republic of China,395,184 cm / 70 kg,,,,,,郝•偉,Oriental
Competed in Olympic Games,Male,Liang•Qiang,Liang•Qiang,7 April 1973,,People's Republic of China,396,174 cm / 65 kg,,,,,,梁•強,Oriental
Competed in Olympic Games,Male,Liang•Qiuzhong,Liang•Qiuzhong,12 September 1966,,People's Republic of China,397,175 cm / 73 kg,,,,,,梁•秋仲,Oriental
Competed in Olympic Games,Male,Luo•Hengyu,Luo•Hengyu,22 December 1972,,People's Republic of China,398,186 cm / 86 kg,,,,,,羅•恆宇,Oriental
Competed in Olympic Games,Male,Ru•Guang,Ru•Guang,1 November 1955,,People's Republic of China,399,170 cm / 64 kg,,,,,,汝•光,Oriental
Competed in Olympic Games,Male,Shen•Jun,Shen•Jun,27 June 1972,,People's Republic of China,400,,,,,,,,Oriental
Competed in Olympic Games,Male,Tang•Hua,Tang•Hua,6 September 1977,,People's Republic of China,401,175 cm / 77 kg,,,,,,唐•華,Oriental
Competed in Olympic Games,Male,Ba•Yongshan,Ba•Yongshan,6 August 1961,,People's Republic of China,402,180 cm / 70 kg,,,,,,巴•永善,Oriental
Competed in Olympic Games,Male,Zhang•Zheng,Zhang•Zheng,18 May 1963,,People's Republic of China,403,181 cm / 78 kg,,,,,,張•政,Oriental
Competed in Olympic Games,Female,María Victoria•Echevarría Dueñas,María•Echevarría,7 July 1960,,Colombia,404,,,,,,,,
Competed in Olympic Games,Male,Juan Carlos•Echevarría Dueñas,Juan•Echevarría,28 January 1962,,Colombia,405,179 cm / 71 kg,,,,,,,
Competed in Olympic Games,Female,Patricia Gerardina•Obregón Jiménez,Patricia•Obregón,"18 February 1952 in San José, San José (CRC)","6 October 2020 in Curridabat, San José (CRC)",Costa Rica,406,,,,,,,,
Competed in Olympic Games,Male,Luis Gerardo•González Vásquez,Luis•González,"19 November 1945 in San José, San José (CRC)",,Costa Rica,407,179 cm / 86 kg,,,,,,,
Competed in Olympic Games,Male,Jorge Luis•del Socorro Murillo Sanabria,Jorge•Murillo,"15 November 1939 in San José, San José (CRC)",,Costa Rica,408,180 cm / 81 kg,,,,,,,
Competed in Olympic Games,Male,Juan José•Wedel Carazo,Juan José•Wedel,"28 June 1944 in San Juan de Tibás, San José (CRC)","20 November 2013 in San José, San José (CRC)",Costa Rica,409,177 cm / 73 kg,,,,,,,
Competed in Olympic Games,Male,Simos•Simonis,Simos•Simonis,23 July 1966,,Cyprus,410,,,,,,,Σίμος•Σιμώνης,
Competed in Olympic Games,Female,Lilli Margrethe•Lentz (Christensen-),Lilli•Lentz,"13 September 1924 in Søborggård, Gladsaxe, Hovedstaden (DEN)",,Denmark,411,172 cm,"GNT Automatic, København",,,,,,
Competed in Olympic Games,Female,Erna Rahbek•Pedersen (-Wienecke),Erna Rahbek•Pedersen,"6 October 1926 in København (Copenhagen), Hovedstaden (DEN)",2002,Denmark,412,172 cm,"Helsinge Skytte- & Idrætsforening, Busekytteafdeling",,,,,,
Competed in Olympic Games,Male,Herluf Juhl•Andersen,Herluf•Andersen,"25 December 1931 in Asmild, Viborg, Midtjylland (DEN)",30 January 2013,Denmark,413,177 cm,Lyngby Bueskyttelaug,,,,,,
Competed in Olympic Games,Male,Arne Erik•Jacobsen,Arne•Jacobsen,"12 June 1942 in Århus (Aarhus), Midtjylland (DEN)",,Denmark,414,178 cm / 72 kg,Fredrikshavn Bueskytteforening,,,,,,
